user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
𝔹𝕠𝕠𝕥𝕤,Inscription #8955,Highly functioning chaos with an affinity for beauty.,8/16/2017 22:31,1417,494,18882,FALSE,3/4/2023 1:53,"shill me some 

#Bitcoin 
#ordinals
#OrdinalsNFT 
#OrdinalsNFTs 

in the mood to buy","['Bitcoin', 'ordinals', 'OrdinalsNFT', 'OrdinalsNFTs']",Twitter for Android,FALSE
Crypto Alerted,USA,Crypto Alerted Our Tweets are not Financial Advise Be Carefull,4/10/2020 11:35,1231,105,24,FALSE,3/4/2023 1:53,AeroME (AM) went up 12.9 percent in the last 1 minutes on https://t.co/rgEAV9gIXu. #AM  #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #trading #altcoin #binance #cryptonews,"['AM', 'crypto', 'bitcoin', 'cryptocurrency', 'btc', 'ethereum', 'blockchain', 'eth', 'trading', 'altcoin', 'binance', 'cryptonews']",Microsoft Power Platform,FALSE
Ikay,CNFT,"Greatness is a must by God's grace, Amen!!!",10/18/2020 15:15,1331,837,127027,FALSE,3/4/2023 1:53,@adainmates I just Inscribed one of my inmate into Bitcoin. #OrdinalsNFT #Bitcoin https://t.co/H7LMBZYXhE,"['OrdinalsNFT', 'Bitcoin']",Twitter for Android,FALSE
Mik,,327k,2/6/2022 11:05,54,1,17528,FALSE,3/4/2023 1:53,"Something I'm watching here on the 1-hour timeframe on the Bitcoin chart. If we smash $110,500, then we could see another huge candle to the upside.. #Bitcoin",['Bitcoin'],Twitter Web App,FALSE
🤖 EconSnapped,,"Your economic update.  Hourly.

💰 Asset - Price - Todays Change",8/13/2022 23:32,82,1,0,FALSE,3/4/2023 1:52,"💰 #SP500    4,045.64 📈 1.61%
🚜 #DJIA    33,390.97 📈 1.17%
⌛ 10 Yr T    3.96 📉 -2.37%
💵 USD/EUR    0.94 📉 -0.32%
🥇 #Gold    1,862.80 📈 0.92%
🛢 #CrudeOil    79.85 📈 2.73%
💸 #Bitcoin    22,361.70 📈 0.02%","['SP500', 'DJIA', 'Gold', 'CrudeOil', 'Bitcoin']",EconSnapshot,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,577,1,0,FALSE,3/4/2023 1:52,"#Ethereum price update: 

#ETH $1571.54 USD
#Bitcoin 0.07029979650930022 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
Burning cash coin,,"Introducing a new technology of making money. It is US based program, which is latest, fully automated and highly secure with latest technology. 9509077714",12/1/2022 16:57,4,1,0,FALSE,3/4/2023 1:52,"Good Morning Friends
Welcome to BCC
BCC is a biggest platform for Earnings. With this you can fullfil your dreams and make a bright future.
#bcc #burningcashcoin #cryptocurrency #cryptotrading #cryptonews #crypto #earrings #earnonline
 #bitcoin      #cryptocurrency #crypto https://t.co/5MhRm8l74w","['bcc', 'burningcashcoin', 'cryptocurrency', 'cryptotrading', 'cryptonews', 'crypto', 'earrings', 'earnonline', 'bitcoin', 'cryptocurrency', 'crypto']",Twitter for Android,FALSE
Saturn🍀Mercury,,"Just like a bird, 🦅 I’m just Tweeting😇✌️",7/3/2018 0:21,343,733,16768,FALSE,3/4/2023 1:52,"#Cryptos News: https://t.co/noMKgtdru5 is  an FCA--registered #FinTech platform based in London, UK, for global remittances! Download @getbabb  app now! $BAX is available @kucoincom #Bitcoin @CoinbaseExch @cz_binance @binance @Rushdaverroes for #TOTP fans don’t you miss out! https://t.co/CK99ok1ajg","['Cryptos', 'FinTech', 'Bitcoin', 'TOTP']",Twitter for iPhone,FALSE
BaCkWoOdBaCk,,ABCDEFGHIJKLMNOPQRSTUVWXYZ JUST THAT,4/10/2022 5:20,22,42,39,FALSE,3/4/2023 1:52,Drink Coca-Cola and watch #Bitcoin,['Bitcoin'],Twitter for iPhone,FALSE
Crypto-donation to help the needy 🙏,,Helping people everyday to make a better living is a blessing.,6/21/2022 13:51,463,116,1558,FALSE,3/4/2023 1:52,"@pulte Take Action by Sending Disaster Relief Supplies to Help Those In Need in #Turkey

❤️#Bitcoin= bc1qcvg0ad8sa38vs8aprspw2x63fw45f0a4vu8prt","['Turkey', 'Bitcoin']",Twitter for Android,FALSE
Saturn🍀Mercury,,"Just like a bird, 🦅 I’m just Tweeting😇✌️",7/3/2018 0:21,343,733,16768,FALSE,3/4/2023 1:52,"#Cryptos News: https://t.co/noMKgtdru5 is  an FCA--registered #FinTech platform based in London, UK, for global remittances! Download @getbabb  app now! $BAX is available @kucoincom #Bitcoin @CoinbaseExch @cz_binance @binance @Rushdaverroes for #TOTP fans don’t you miss out! https://t.co/H0cOHTK0zq","['Cryptos', 'FinTech', 'Bitcoin', 'TOTP']",Twitter for iPhone,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,577,1,0,FALSE,3/4/2023 1:51,"#Ethereum price update: 

#ETH $1574.33 USD
#Bitcoin 0.07033565 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
STORM TRADING,,"💵 Crypto Trading 📚 Technical Analysis Educator 🌐 48,500+ On Discord 📱 VIP Trading Group ↓ ↓ 🎥 Live Everyday @ 9am CST ↓ ↓ ↓",11/13/2021 13:04,19,21,683,FALSE,3/4/2023 1:51,"2022 will be known as a year of opportunity. 
#Bitcoin https://t.co/W0wrr4lRXN",['Bitcoin'],Twitter for iPhone,FALSE
Saturn🍀Mercury,,"Just like a bird, 🦅 I’m just Tweeting😇✌️",7/3/2018 0:21,343,733,16768,FALSE,3/4/2023 1:51,"#Cryptos News: https://t.co/noMKgtcTEx is  an FCA--registered #FinTech platform based in London, UK, for global remittances! Download @getbabb  app now! $BAX is available @kucoincom #Bitcoin @CoinbaseExch @cz_binance @binance @Rushdaverroes for #TOTP fans don’t you miss out! https://t.co/QzoRrIgi9B","['Cryptos', 'FinTech', 'Bitcoin', 'TOTP']",Twitter for iPhone,FALSE
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,7/11/2022 5:24,484,5,0,FALSE,3/4/2023 1:51,"#BinanceCoin price update: $BNB

#BNB $291.4 USD

#Bitcoin 0.01303 BTC

#Ethereum 0.18537 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,FALSE
Priyankar Roy ⚡️🟠,Bitcoin Timechain,"Bitcoiner for life || #Bitcoin Rationalist || Thinking, Learning and Eating #BTC|| #nostr :- #npub1rplv453skr69xdfdulp62m4xusmuhzfv725elrsxj2mra0w4vxnqjgtw5w",6/15/2010 18:14,1057,858,47509,FALSE,3/4/2023 1:51,"See, I’m not trading #Bitcoin ever. I will love to trade my state currency for $BTC 🧡⚡️
There is a reason for it, you won’t understand. Period!",['Bitcoin'],Twitter for iPhone,FALSE
Saturn🍀Mercury,,"Just like a bird, 🦅 I’m just Tweeting😇✌️",7/3/2018 0:21,343,733,16768,FALSE,3/4/2023 1:51,"#Cryptos News: https://t.co/noMKgtdru5 is  an FCA--registered #FinTech platform based in London, UK, for global remittances! Download @getbabb  app now! $BAX is available @kucoincom #Bitcoin @CoinbaseExch @cz_binance @binance @Rushdaverroes for #TOTP fans don’t you miss out! https://t.co/buSvwvI8TR","['Cryptos', 'FinTech', 'Bitcoin', 'TOTP']",Twitter for iPhone,FALSE
Live Price Crypto,,"I Tweet the latest #BTC/#ETH/#BNB/#MATIC & #StableCoins price
+Daily/Weekly Technical Indicators 

Live since 20/03/2022

@web3africa1",3/10/2022 14:06,4433,9,24,FALSE,3/4/2023 1:51,"Weekly 🚀

#BTC Last $22353

•Change since Monday 00h00(UTC): -5.11% 🔴
•MACD:
 -MACD Line: -3
 -Signal Line: -1005

#ETH Last $1572

•Change: -4.24% 🔴
•MACD:
 -MACD Line: -5
 -Signal Line: -66

#Blockchain #Token #Bitcoin #Ethereum
(8/17)
463495","['BTC', 'ETH', 'Blockchain', 'Token', 'Bitcoin', 'Ethereum']",vaiotapi,FALSE
SAI.TECH,Singapore,Clean Bitcoin Mining With Chip Heating NASDAQ: SAI,1/24/2021 15:15,8150,459,640,FALSE,3/4/2023 1:50,"Huge news, but definitely not for us Bitcoiners to be complacent. Still a long way to go in greening up #bitcoin #BTC #crypto #blockchain #saitime2023 #ULTWARE https://t.co/3g2nOSIfGd","['bitcoin', 'BTC', 'crypto', 'blockchain', 'saitime2023', 'ULTWARE']",Twitter for iPhone,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,577,1,0,FALSE,3/4/2023 1:50,"#Ethereum price update: 

#ETH $1572.0 USD
#Bitcoin 0.07030876820111528 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
We Are Bitcoin,,Building a global community for a better future with #Bitcoin. Now on #Nostr and @get_zion too! #FixTheMoneyFixTheWorld. Created by @TheArtOfTomas.,10/25/2022 18:33,126,111,255,FALSE,3/4/2023 1:50,"Join us for a Twitter Spaces @justinrezvani, creator of @get_zion,  @the_meta_hub and @TheArtOfTomas 

We'll be discussing building Bitcoin communities in emerging markets using #DIDs, #DWNs, and #Lightning Network. Don't miss it! 

#Bitcoin #Web5

 https://t.co/Nks7SbB0WZ","['DIDs', 'DWNs', 'Lightning', 'Bitcoin', 'Web5']",Twitter for iPhone,FALSE
bitcoin morning,bitcoin ,"bitcoin technology #bitcoin
Everything about bitcoin technology and science will be on our website very soon",3/3/2023 19:47,28,23,169,FALSE,3/4/2023 1:50,#btc 10 facts about #Bitcoin https://t.co/xIrL5k3fTe,"['btc', 'Bitcoin']",Twitter for Android,FALSE
Milb0t,The Matrix,"💰 💰
Automated #trading #bitcoin #eth #shitcoin Signals Bot
💰 💰",6/1/2016 0:59,19,1,11,FALSE,3/4/2023 1:50,22564.73 #Bitcoin crossing crossing 1st level lower band. 1m #BuySignal #btc #bitcoin,"['Bitcoin', 'BuySignal', 'btc', 'bitcoin']",MilotArbitrator,FALSE
Navid Nassiri,Metaverse,I'm just trying to do my part in making the world a better place. #DeFi #web3 #blockchain #crypto #cryptocurrency #btc #eth #bahai,6/17/2009 15:05,3916,555,325,FALSE,3/4/2023 1:50,BitBNS Says Authorities Told It To Keep Mum About $7.5 Million Hack – Here’s Why  https://t.co/ke4PMEeWqz #crypto #cryptocurrency #blockchain #bitcoin #ethereum #antifud #fightfomo,"['crypto', 'cryptocurrency', 'blockchain', 'bitcoin', 'ethereum', 'antifud', 'fightfomo']",Zapier.com,FALSE
Charlie⚡️,California,"Thankful Thalassophile w/ Pickleball Addiction. Pro-Family/Friends/Grace. Collector of Stocks, HODLer of #Bitcoin",1/30/2021 8:43,424,1114,9744,FALSE,3/4/2023 1:50,@chamath what's your opinion of the risk of de-banking #Bitcoin in the US at the moment?,['Bitcoin'],Twitter Web App,FALSE
CryptoAndor,,"#Crypto ♤ #Forex Educator | Tweets on Trading Psychology & Technical Analysis using SMC credit to ICT 
#Crypto enthusiast #Daytrader",11/17/2010 10:59,23,90,262,FALSE,3/4/2023 1:50,"The Truth About being a Trader

* Majority of traders begin trading with a dream to get rich quick

* 40% trade only for a month before blowing their money

* 80% quit within 2 years

* Only 7% remain after 5 years

#Binance #EURUSD #GBPUSD #XAUUSD #Bitcoin #Forexmarket #Crypto","['Binance', 'EURUSD', 'GBPUSD', 'XAUUSD', 'Bitcoin', 'Forexmarket', 'Crypto']",Twitter for Android,FALSE
Max Collection,,"Here you will find different moods of Max, our dear friendly parrot. acquire a Max nfts in the link below 👇🏻⬇️",5/30/2022 0:47,103,202,233,FALSE,3/4/2023 1:50,"my skills will surprise you 🍄 🦜 💯🎊🎈

📌get these nfts in the description link✔
.
#nft #nftart #nfts #nftcommunity #nftcollector #nftartist #opensea #meta #metaverse #nftdrop #nftartwork #design #diseño #metaverso #nftcollectors #shiba #bitcoin #openseanft #maxcollection https://t.co/56xBy1OMC8","['nft', 'nftart', 'nfts', 'nftcommunity', 'nftcollector', 'nftartist', 'opensea', 'meta', 'metaverse', 'nftdrop', 'nftartwork', 'design', 'diseño', 'metaverso', 'nftcollectors', 'shiba', 'bitcoin', 'openseanft', 'maxcollection']",Twitter for iPhone,FALSE
Live Price Crypto,,"I Tweet the latest #BTC/#ETH/#BNB/#MATIC & #StableCoins price
+Daily/Weekly Technical Indicators 

Live since 20/03/2022

@web3africa1",3/10/2022 14:06,4433,9,24,FALSE,3/4/2023 1:50,"Weekly 🚀

#BTC Last $22358

-RSI: 52
-Moving Average(20): 19694
-MA(50): 24067
-MA(200): 25174
-Bollinger B. lower/upper: 13915/25473

#ETH Last $1572 #ETH

-RSI: 51
-MA(20): 1419
-MA(50): 1693
-MA(200): 1430
-BB: 1036/1801

#Live #Bitcoin #Ethereum
(7/17)
463494","['BTC', 'ETH', 'ETH', 'Live', 'Bitcoin', 'Ethereum']",vaiotapi,FALSE
How many sats for AU$100?,Australia,Calculated by taking into account buy/trade fees where applicable.,5/2/2022 10:15,55,8,4,FALSE,3/4/2023 1:50,"Best Value: A #Bitcoin Only Exchange!

Bitaroo:
301,700 sats = $100

Other AU options:
301,600 sats - Kraken
301,400 sats - Binance
301,000 sats - Coinspot
300,600 sats - CoinJar
300,600 sats - Independent Reserve
300,000 sats - BTC Markets
299,500 sats - Swyftx",['Bitcoin'],How Many Au Sats,FALSE
CryptoZanks,𝓜𝓮𝓽𝓪𝓿𝓮𝓻𝓼𝓮,"BTC MINT: https://t.co/8AFLZsJxWJ
Discord: https://t.co/Iv6TMTitNH

#BTC #BTCUSDT #BTCUSD #NFT #nftart #Solana #Bitcoin #NFTs",7/8/2009 8:34,240,155,4238,FALSE,3/4/2023 1:50,"Head over to Gamma to mint 🔥👇
https://t.co/0L2z4BhmI9

To the new owner, welcome to the fam! 🎉🎉🎉

Let's goooo can't wait for all this 🔥🔥🔥

#BTC #BTCUSDT #BTCUSD #NFT #nftart #Gamma #Bitcoin #NFTCollection #stx #BTCnfts #btcturk https://t.co/j5qhGX4PE5","['BTC', 'BTCUSDT', 'BTCUSD', 'NFT', 'nftart', 'Gamma', 'Bitcoin', 'NFTCollection', 'stx', 'BTCnfts', 'btcturk']",Twitter Web App,FALSE
Capital Market,United States,"Best discord group with more executive chatroom and crypto alerts and analysis and free trial.
https://t.co/FiR3cTIWop",5/11/2022 4:30,58,10,81,FALSE,3/4/2023 1:49,"$WOO #Bitcoin                         in it's highest peak right now... 
 
https://t.co/J95lQd7NG1…

$BTC $ETH $DOGE $SOL $CRV $ATH $SL $ALGO $MATIC $FIB $GALA https://t.co/RTEzvelw7T",['Bitcoin'],Twitter for Android,FALSE
crypt0bank.eth,Earth,"$KAS - No ICO, VC's or pre-mine! https://t.co/tLM96w1hyD
https://t.co/QAu2Syd1ls",3/7/2018 5:12,1482,387,23588,FALSE,3/4/2023 1:49,@BobLoukas #Bitcoin and #KAS are leading the way in $POW! Nothing comes close!,"['Bitcoin', 'KAS']",Twitter Web App,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,577,1,0,FALSE,3/4/2023 1:49,"#Ethereum price update: 

#ETH $1574.34 USD
#Bitcoin 0.07033468 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
All In One Crypto App 🇦🇺,"Brisbane, AU 🇦🇺",An app by Trader for Traders | Building an app for Passive Trading Income | Tweets and Threads about Crypto News and Charts,3/26/2010 13:42,1841,477,2152,FALSE,3/4/2023 1:49,"Top Predictions for Bitcoin, Ethereum, https://t.co/BarZtNC7cA Bitcoin #bitcoin #coinpedia #cryptonews #ethereum #priceanalysis #ripplexrp","['bitcoin', 'coinpedia', 'cryptonews', 'ethereum', 'priceanalysis', 'ripplexrp']",All In One Crypto App,FALSE
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,7/11/2022 5:24,484,5,0,FALSE,3/4/2023 1:49,"#BinanceCoin price update: $BNB

#BNB $291.4 USD

#Bitcoin 0.01303 BTC

#Ethereum 0.18532 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,FALSE
DashMoney💕,"New Orleans, LA",Jue’Welz & Tru🧸💚,3/24/2014 16:26,440,332,5859,FALSE,3/4/2023 1:49,"I need someone to teach me about stocks , trade, &amp; bitcoin asap ! #bitcoin #StockMarket #trade","['bitcoin', 'StockMarket', 'trade']",Twitter for iPhone,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,577,1,0,FALSE,3/4/2023 1:48,"#Ethereum price update: 

#ETH $1572.48 USD
#Bitcoin 0.07030539532030607 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
Ansel Lindner,Bitcoin & Markets,"Host of @btcmrkts, co-host Fed Watch and writer @BitcoinMagazine, Bitcoin & Markets Research https://t.co/ot4sCWj4Z9. Join https://t.co/mlrO2SlZ2n",6/1/2013 15:50,21305,435,38051,FALSE,3/4/2023 1:48,"What up #bitcoin-ers? Listen to this.
https://t.co/sLKGIGfNc5",['bitcoin'],Twitter for Android,FALSE
Milb0t,The Matrix,"💰 💰
Automated #trading #bitcoin #eth #shitcoin Signals Bot
💰 💰",6/1/2016 0:59,19,1,11,FALSE,3/4/2023 1:48,22567.35 #Bitcoin crossing crossing 1st level lower band. 1m #BuySignal #btc #bitcoin,"['Bitcoin', 'BuySignal', 'btc', 'bitcoin']",MilotArbitrator,FALSE
Bailout Bro,"👇 $30,000 Bybit Bonus ","I’m a misfit who doesn’t agree with the status quo.

💰$30,000 Bybit Bonus: https://t.co/newSVUaNHZ

Read disclaimers & affiliate disclosure: https://t.co/eVUkID6KQr",11/6/2017 19:54,37,39,34,FALSE,3/4/2023 1:48,Gamma supports minting and sending Bitcoin ordinal NFTs via Stacks. https://t.co/CNcTPtneHG via @cointelegraph #cryptocurrency #bitcoin #crypto #altcoin,"['cryptocurrency', 'bitcoin', 'crypto', 'altcoin']",ContentStudio.io,FALSE
Steven Ordinals,,My name is Steven and I need your help. Thank you very much whale. You have saved me and my family.,8/12/2021 11:48,32,81,18,FALSE,3/4/2023 1:48,"I will put my nft up for sale every day. Only 10k. I hope that some whale can help me. will be in @ordswap

thank you very much and blessings

#ordinals #nft.#bitcoin #bitapes #bitcoinpunks #BitcoinNFT #BitcoinOrdinals #ordswap https://t.co/Z7FOW8oblv","['ordinals', 'nft', 'bitcoin', 'bitapes', 'bitcoinpunks', 'BitcoinNFT', 'BitcoinOrdinals', 'ordswap']",Twitter for Android,FALSE
Jonah Howie,The moon,"Life of the unstoppable trader📈📉,The goal is to accumulate more #Bitcoin,trade #Bitcoin and #HODL profits for next bull market 75k+ trading community",12/22/2021 13:32,4620,210,136,FALSE,3/4/2023 1:48,"BTCTN: #Coinbase has acquired a digital asset management firm ""to expand institutional access to #digitalassets."" #crypto #cryptocurrency #bitcoin https://t.co/g45zhLgG5s","['Coinbase', 'digitalassets', 'crypto', 'cryptocurrency', 'bitcoin']",IFTTT,FALSE
Live Price Crypto,,"I Tweet the latest #BTC/#ETH/#BNB/#MATIC & #StableCoins price
+Daily/Weekly Technical Indicators 

Live since 20/03/2022

@web3africa1",3/10/2022 14:06,4433,9,24,FALSE,3/4/2023 1:48,"Daily 🚀

#BTC Last $22363

-RSI: 43
-Moving Average(20): 23552
-MA(50): 22909
-MA(200): 19717
-Bollinger B. lower/upper: 21839/25265

#ETH Last $1572

-RSI: 45
-MA(20): 1632
-MA(50): 1610
-MA(200): 1429
-BB: 1530/1733

#Crypto #Bitcoin #Ethereum
(5/17)
463492","['BTC', 'ETH', 'Crypto', 'Bitcoin', 'Ethereum']",vaiotapi,FALSE
Nosis,Atlanta,Web3 News 💻- Sharing the latest updates and insights on our decentralized future 🌐.,12/29/2019 17:58,190,334,5406,FALSE,3/4/2023 1:48,"MINTLAYER: This project aims to revolutionize DeFi on Bitcoin
@mintlayer #DeFi #Bitcoin #on_the_street #nosis #Crypto

https://t.co/AG08S009IQ https://t.co/oN92E5SdJZ","['DeFi', 'Bitcoin', 'on_the_street', 'nosis', 'Crypto']",Twitter for iPhone,FALSE
aedabitcontemporaryvignetteart 🌏,,"#Bitcoin #Ethereum #LUNC Founder #cromechain token web designer, UI/UX designer, web dev,",8/1/2019 9:28,880,1052,120531,FALSE,3/4/2023 1:47,Come on #bitcoin 40k hhhhhhhhhhhhhhh https://t.co/RZzuOgclAD,['bitcoin'],Twitter Web App,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,577,1,0,FALSE,3/4/2023 1:47,"#Ethereum price update: 

#ETH $1574.23 USD
#Bitcoin 0.07033145 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,7/11/2022 5:24,484,5,0,FALSE,3/4/2023 1:47,"#BinanceCoin price update: $BNB

#BNB $291.35 USD

#Bitcoin 0.01303 BTC

#Ethereum 0.18531 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,FALSE
CryptoClick,"New York, NY",Curated Crypto News - One click away!,7/16/2009 23:29,11702,6610,2,FALSE,3/4/2023 1:47,🔥 Solana Path to the Moon❓ Check the post https://t.co/aCCbMtTEKL #bitcoin @tradingview #crypto $btc #btc,"['bitcoin', 'crypto', 'btc']",Make (formerly Integromat),FALSE
Navid Nassiri,Metaverse,I'm just trying to do my part in making the world a better place. #DeFi #web3 #blockchain #crypto #cryptocurrency #btc #eth #bahai,6/17/2009 15:05,3916,555,325,FALSE,3/4/2023 1:47,First Mover Americas: Crypto Markets Sinking on Silvergate  https://t.co/92u1p5zGM2 #crypto #cryptocurrency #blockchain #bitcoin #ethereum #antifud #fightfomo https://t.co/bCu7cxeekp,"['crypto', 'cryptocurrency', 'blockchain', 'bitcoin', 'ethereum', 'antifud', 'fightfomo']",Zapier.com,FALSE
Crypto Alerted,USA,Crypto Alerted Our Tweets are not Financial Advise Be Carefull,4/10/2020 11:35,1231,105,24,FALSE,3/4/2023 1:47,https://t.co/1CAPwVIHUv (STEP) went up 8.1 percent in the last 1 minutes on https://t.co/rgEAV9gIXu. #STEP  #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #trading #altcoin #binance #cryptonews,"['STEP', 'crypto', 'bitcoin', 'cryptocurrency', 'btc', 'ethereum', 'blockchain', 'eth', 'trading', 'altcoin', 'binance', 'cryptonews']",Microsoft Power Platform,FALSE
tictoknextblock,,Real-time bitcoin  insights,7/1/2021 3:29,295,17,2,FALSE,3/4/2023 1:47,"🟩 Block 779212 ⛏ ⛏

📅 4th Mar 2023, 01:45:34 GMT

📣 2,953 tx with a value of 3,953.013 ₿ ($88.43m 🇺🇸)

📣 distributed to 6,729 recipients 💎🙌

📣 19,307,581.25 ₿ (91.94086%) mined ⛏

📣 1,692,418.75 ₿ remaining 💰

#bitcoin #tictoknextblock","['bitcoin', 'tictoknextblock']",tictoknextblock,FALSE
Tech Junkie,,"https://t.co/mVXNWwBD1G , promoter of coding. Coding should be fun. How you think is just as important as what you think. News,games,Movies,TV, invest junkie",2/27/2015 0:58,27942,21148,21290,FALSE,3/4/2023 1:47,"Why #Bitcoin Miners Need to Take #Ethereum Seriously
 https://t.co/5rrUUbc7wb #TechJunkieInvest #TechJunkieNews #Crypto https://t.co/qX4nq9P3Ku","['Bitcoin', 'Ethereum', 'TechJunkieInvest', 'TechJunkieNews', 'Crypto']",Buffer,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,577,1,0,FALSE,3/4/2023 1:46,"#Ethereum price update: 

#ETH $1572.23 USD
#Bitcoin 0.07029123227272585 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
BLSMMBLMSMM,ANKARA,"Çok düşünme, sadece eğlenmene bak.",1/8/2022 8:54,3,96,37,FALSE,3/4/2023 1:46,🤝 Follow me on @betfury_gaming. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform with #BTC staking payouts!💰.My Username: User8924211 #betfurysuccess #bitcoin #staking,"['BTC', 'betfurysuccess', 'bitcoin', 'staking']",Twitter for Android,FALSE
